match_id,1is_pick,1team,1hero_id,2is_pick,2team,2hero_id,3is_pick,3team,3hero_id,4is_pick,4team,4hero_id,5is_pick,5team,5hero_id,6is_pick,6team,6hero_id,7is_pick,7team,7hero_id,8is_pick,8team,8hero_id,9is_pick,9team,9hero_id,10is_pick,10team,10hero_id,11is_pick,11team,11hero_id,12is_pick,12team,12hero_id,13is_pick,13team,13hero_id,14is_pick,14team,14hero_id,15is_pick,15team,15hero_id,16is_pick,16team,16hero_id,17is_pick,17team,17hero_id,18is_pick,18team,18hero_id,19is_pick,19team,19hero_id,20is_pick,20team,20hero_id,21is_pick,21team,21hero_id,22is_pick,22team,22hero_id
4888646940,1,1,66,1,0,71,1,1,91,1,0,53,1,1,33,1,0,57,1,1,121,1,0,37,1,0,106,1,1,96,1,1,10,1,0,54,1,1,69,1,0,76,1,0,86,1,1,88,1,0,38,1,1,52,1,0,8,1,1,46,1,1,44,1,0,67
4888686136,1,1,76,1,0,88,1,1,121,1,0,106,1,1,86,1,0,33,1,1,68,1,0,66,1,0,42,1,1,89,1,1,52,1,0,7,1,1,99,1,0,65,1,0,16,1,1,71,1,0,57,1,1,98,1,0,25,1,1,50,1,1,114,1,0,39
4888732113,1,1,66,1,0,121,1,1,91,1,0,112,1,1,57,1,0,37,1,1,33,1,0,96,1,0,86,1,1,75,1,1,8,1,0,65,1,1,45,1,0,15,1,0,46,1,1,106,1,0,111,1,1,29,1,0,93,1,1,70,1,1,95,1,0,114
4888772755,1,1,18,1,0,91,1,1,43,1,0,97,1,1,78,1,0,37,1,1,33,1,0,86,1,0,112,1,1,64,1,1,17,1,0,89,1,1,39,1,0,10,1,0,54,1,1,38,1,0,29,1,1,15,1,0,52,1,1,76,1,1,8,1,0,45
4888859291,1,0,18,1,1,88,1,0,65,1,1,71,1,0,66,1,1,33,1,0,91,1,1,79,1,1,96,1,0,72,1,0,10,1,1,13,1,0,54,1,1,52,1,1,95,1,0,121,1,1,97,1,0,69,1,1,25,1,0,15,1,0,23,1,1,76
4888936676,1,1,57,1,0,91,1,1,71,1,0,37,1,1,18,1,0,106,1,1,97,1,0,33,1,0,27,1,1,41,1,1,43,1,0,64,1,1,8,1,0,121,1,0,100,1,1,112,1,0,42,1,1,65,1,0,23,1,1,45,1,1,52,1,0,94
4888974952,1,1,91,1,0,43,1,1,66,1,0,18,1,1,33,1,0,37,1,1,27,1,0,106,1,0,121,1,1,78,1,1,10,1,0,54,1,1,55,1,0,76,1,0,7,1,1,102,1,0,36,1,1,17,1,0,6,1,1,73,1,1,8,1,0,95
4889038294,1,0,76,1,1,91,1,0,121,1,1,66,1,0,86,1,1,33,1,0,68,1,1,106,1,1,111,1,0,10,1,0,89,1,1,57,1,0,96,1,1,7,1,1,27,1,0,71,1,1,38,1,0,98,1,1,23,1,0,70,1,0,42,1,1,11
4889115579,1,1,66,1,0,91,1,1,18,1,0,33,1,1,121,1,0,37,1,1,106,1,0,57,1,0,27,1,1,97,1,1,76,1,0,15,1,1,42,1,0,41,1,0,112,1,1,8,1,0,10,1,1,79,1,0,60,1,1,36,1,1,96,1,0,52
4889163811,1,0,91,1,1,88,1,0,37,1,1,71,1,0,66,1,1,33,1,0,121,1,1,106,1,1,97,1,0,57,1,0,95,1,1,76,1,0,93,1,1,8,1,1,79,1,0,27,1,1,16,1,0,10,1,1,13,1,0,82,1,0,25,1,1,44
4889233900,1,1,66,1,0,79,1,1,18,1,0,38,1,1,57,1,0,33,1,1,96,1,0,37,1,0,43,1,1,68,1,1,29,1,0,7,1,1,65,1,0,10,1,0,107,1,1,76,1,0,54,1,1,93,1,0,27,1,1,78,1,1,71,1,0,104
4889265404,1,1,76,1,0,66,1,1,121,1,0,91,1,1,86,1,0,10,1,1,33,1,0,37,1,0,106,1,1,13,1,1,67,1,0,54,1,1,38,1,0,57,1,0,27,1,1,42,1,0,96,1,1,98,1,0,111,1,1,70,1,1,68,1,0,8
4889341660,1,1,105,1,0,107,1,1,121,1,0,80,1,1,86,1,0,66,1,1,57,1,0,18,1,0,111,1,1,95,1,1,96,1,0,11,1,1,55,1,0,52,1,0,79,1,1,27,1,0,2,1,1,85,1,0,17,1,1,35,1,1,76,1,0,43
4889343439,1,1,97,1,0,91,1,1,106,1,0,66,1,1,37,1,0,68,1,1,33,1,0,10,1,0,7,1,1,71,1,1,57,1,0,18,1,1,111,1,0,42,1,0,75,1,1,79,1,0,86,1,1,95,1,0,46,1,1,25,1,1,43,1,0,15
4889360849,1,0,79,1,1,78,1,0,16,1,1,43,1,0,97,1,1,18,1,0,37,1,1,33,1,1,99,1,0,17,1,0,66,1,1,54,1,0,42,1,1,29,1,1,88,1,0,27,1,1,95,1,0,70,1,1,65,1,0,76,1,0,2,1,1,23
4889414157,1,0,52,1,1,66,1,0,111,1,1,91,1,0,57,1,1,37,1,0,96,1,1,55,1,1,64,1,0,79,1,0,71,1,1,54,1,0,88,1,1,8,1,1,16,1,0,87,1,1,42,1,0,10,1,1,25,1,0,61,1,0,76,1,1,101
